nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
DOUGLAS DYNAMICS INC	COM	25960R105	122		2774	SH	SOLE	40		2774	0	0
DOUGLAS EMMETT INC	COM	25960P109	13248		351209	SH	SOLE	2		75914	0	275295
DOUGLAS EMMETT INC	COM	25960P109	1715		45456	SH	SOLE	4		45456	0	0
DOUGLAS EMMETT INC	COM	25960P109	10770		285535	SH	SOLE	7		285535	0	0
DOUGLAS EMMETT INC	COM	25960P109	247		6537	SH	SOLE	15		6537	0	0
DOUGLAS EMMETT INC	COM	25960P109	18819		498905	SH	SOLE	18		498905	0	0
DOUGLAS EMMETT INC	COM	25960P109	9293		246376	SH	SOLE	19		246376	0	0
DOUGLAS EMMETT INC	COM	25960P109	349904		9276351	SH	SOLE	21		9276351	0	0
DOUGLAS EMMETT INC	COM	25960P109	285015		7556073	SH	SOLE	22		7228540	0	327533
DOUGLAS EMMETT INC	COM	25960P109	393		10426	SH	SOLE	23		10426	0	0
DOUGLAS EMMETT INC	COM	25960P109	12311		326370	SH	SOLE	25		326370	0	0
DOUGLAS EMMETT INC	COM	25960P109	3730		98890	SH	SOLE	26		30603	0	68287
DOUGLAS EMMETT INC	COM	25960P109	840		22281	SH	SOLE	28		22281	0	0
DOUGLAS EMMETT INC	COM	25960P109	3307		87684	SH	SOLE	29		57294	0	30390
DOUGLAS EMMETT INC	COM	25960P109	29106		771644	SH	SOLE	30		771644	0	0
DOUGLAS EMMETT INC	COM	25960P109	127		3375	SH	SOLE	31		3375	0	0
DOUGLAS EMMETT INC	COM	25960P109	245		6508	SH	SOLE	34		6508	0	0
DOUGLAS EMMETT INC	COM	25960P109	32		837	SH	SOLE	36		837	0	0
DOUGLAS EMMETT INC	COM	25960P109	717		19017	SH	SOLE	40		19017	0	0
DOVA PHARMACEUTICALS INC	COM	25985T102	202		9634	SH	SOLE	2		509	0	9125
DOVA PHARMACEUTICALS INC	COM	25985T102	5		254	SH	SOLE	7		254	0	0
DOVA PHARMACEUTICALS INC	COM	25985T102	823		39235	SH	SOLE	18		39235	0	0
DOVA PHARMACEUTICALS INC	COM	25985T102	216		10281	SH	SOLE	19		10281	0	0
DOVA PHARMACEUTICALS INC	COM	25985T102	15568		742399	SH	SOLE	21		742399	0	0
DOVA PHARMACEUTICALS INC	COM	25985T102	7320		349071	SH	SOLE	22		330276	0	18795
DOVA PHARMACEUTICALS INC	COM	25985T102	70		3358	SH	SOLE	30		3358	0	0
DOVER CORP	COM	260003108	31346		354076	SH	SOLE	2		45941	0	308135
DOVER CORP	COM	260003108	4075		46035	SH	SOLE	4		42149	0	3886
DOVER CORP	COM	260003108	24680		278776	SH	SOLE	7		160067	0	118709
DOVER CORP	COM	260003108	487		5498	SH	SOLE	13		5498	0	0
DOVER CORP	COM	260003108	107		1213	SH	SOLE	15		1213	0	0
DOVER CORP	COM	260003108	27313		308517	SH	SOLE	18		289347	0	19170
DOVER CORP	COM	260003108	33220		375245	SH	SOLE	19		375245	0	0
DOVER CORP	COM	260003108	7077		79939	SH	SOLE	20		0	0	79939
DOVER CORP	COM	260003108	284699		3215849	SH	SOLE	21		3215849	0	0
DOVER CORP	COM	260003108	315945		3568788	SH	SOLE	22		3149348	0	419440
DOVER CORP	COM	260003108	16980		191805	SH	SOLE	23		191805	0	0
DOVER CORP	COM	260003108	13666		154363	SH	SOLE	25		154363	0	0
DOVER CORP	COM	260003108	65955		745006	SH	SOLE	26		160526	0	584480
DOVER CORP	COM	260003108	2527		28549	SH	SOLE	28		21074	0	7475
DOVER CORP	COM	260003108	3232		36504	SH	SOLE	29		5424	0	31080
DOVER CORP	COM	260003108	41993		474342	SH	SOLE	30		474342	0	0
DOVER CORP	COM	260003108	5913		66795	SH	SOLE	31		29959	0	36836
DOVER CORP	COM	260003108	654		7385	SH	SOLE	34		7385	0	0
DOVER CORP	COM	260003108	11105		125433	SH	SOLE	36		125433	0	0
DOVER CORP	COM	260003108	277		3127	SH	SOLE	40		3127	0	0
DOVER DOWNS GAMING  ENTMT I	COM	260095104	9		3141	SH	SOLE	18		3141	0	0
DOVER DOWNS GAMING  ENTMT I	COM	260095104	145		51059	SH	SOLE	21		51059	0	0
DOVER DOWNS GAMING  ENTMT I	COM	260095104	1049		369213	SH	SOLE	22		369213	0	0
DOVER MOTORSPORTS INC	COM	260174107	6		2635	SH	SOLE	18		2635	0	0
DOVER MOTORSPORTS INC	COM	260174107	140		65119	SH	SOLE	21		65119	0	0
DOVER MOTORSPORTS INC	COM	260174107	572		266228	SH	SOLE	22		266228	0	0
DOWDUPONT INC	COM	26078J100	366655		5701373	SH	SOLE	2		782422	0	4918951
DOWDUPONT INC	COM	26078J100	52121		810464	SH	SOLE	4		749229	0	61235
DOWDUPONT INC	COM	26078J100	114433		1779397	SH	SOLE	7		1773412	0	5985
DOWDUPONT INC	COM	26078J100	2493		38773	SH	SOLE	13		38773	0	0
DOWDUPONT INC	COM	26078J100	1230		19123	SH	SOLE	15		19123	0	0
DOWDUPONT INC	COM	26078J100	76		1177	SH	SOLE	17		0	0	1177
DOWDUPONT INC	COM	26078J100	536524		8342781	SH	SOLE	18		7586712	0	756069
DOWDUPONT INC	COM	26078J100	677979		10542354	SH	SOLE	19		10542354	0	0
DOWDUPONT INC	COM	26078J100	57139		888494	SH	SOLE	20		0	0	888494
DOWDUPONT INC	COM	26078J100	2475697		38496305	SH	SOLE	21		38496305	0	0
DOWDUPONT INC	COM	26078J100	3587450		55783708	SH	SOLE	22		49613673	0	6170035
DOWDUPONT INC	COM	26078J100	187891		2921642	SH	SOLE	23		2921642	0	0
DOWDUPONT INC	COM	26078J100	148368		2307074	SH	SOLE	25		2258844	0	48230
DOWDUPONT INC	COM	26078J100	549319		8541742	SH	SOLE	26		1784954	0	6756788
DOWDUPONT INC	COM	26078J100	28651		445519	SH	SOLE	28		336208	0	109311
DOWDUPONT INC	COM	26078J100	5649		87844	SH	SOLE	29		87844	0	0
DOWDUPONT INC	COM	26078J100	480157		7466285	SH	SOLE	30		7466285	0	0
DOWDUPONT INC	COM	26078J100	58592		911080	SH	SOLE	31		444094	0	466986
DOWDUPONT INC	COM	26078J100	10032		155994	SH	SOLE	32		155994	0	0
DOWDUPONT INC	COM	26078J100	188051		2924128	SH	SOLE	34		2924128	0	0
DOWDUPONT INC	COM	26078J100	126477		1966671	SH	SOLE	36		1966671	0	0
DOWDUPONT INC	COM	26078J100	3024		47015	SH	SOLE	40		47015	0	0
DOWDUPONT INC	OPTIONS	26078J100	7525		117000	SH	Call	SOLE	2		117000	0	0
DR REDDYS LABS LTD	ADR	256135203	525		15174	SH	SOLE	2		14000	0	1174
DR REDDYS LABS LTD	ADR	256135203	1227		35471	SH	SOLE	4		4625	0	30846
DR REDDYS LABS LTD	ADR	256135203	8644		249833	SH	SOLE	18		249833	0	0
DR REDDYS LABS LTD	ADR	256135203	526		15208	SH	SOLE	19		15208	0	0
DR REDDYS LABS LTD	ADR	256135203	257		7439	SH	SOLE	21		7439	0	0
DR REDDYS LABS LTD	ADR	256135203	16765		484532	SH	SOLE	22		484532	0	0
DR REDDYS LABS LTD	ADR	256135203	26		750	SH	SOLE	23		750	0	0
DR REDDYS LABS LTD	ADR	256135203	39		1126	SH	SOLE	25		1126	0	0
DR REDDYS LABS LTD	ADR	256135203	11169		322798	SH	SOLE	26		53893	0	268905
DR REDDYS LABS LTD	ADR	256135203	4119		119060	SH	SOLE	28		119060	0	0
DR REDDYS LABS LTD	ADR	256135203	3099		89577	SH	SOLE	29		89577	0	0
DR REDDYS LABS LTD	ADR	256135203	13597		392984	SH	SOLE	30		392984	0	0
DR REDDYS LABS LTD	ADR	256135203	56		1607	SH	SOLE	34		1607	0	0
DRIL-QUIP INC	COM	262037104	2807		53722	SH	SOLE	2		17021	0	36701
DRIL-QUIP INC	COM	262037104	12		237	SH	SOLE	4		237	0	0
DRIL-QUIP INC	COM	262037104	23		441	SH	SOLE	7		441	0	0
DRIL-QUIP INC	COM	262037104	11493		219961	SH	SOLE	18		219961	0	0
DRIL-QUIP INC	COM	262037104	1790		34254	SH	SOLE	19		34254	0	0
DRIL-QUIP INC	COM	262037104	141640		2710818	SH	SOLE	21		2710818	0	0
DRIL-QUIP INC	COM	262037104	66809		1278641	SH	SOLE	22		1225188	0	53453
DRIL-QUIP INC	COM	262037104	732		14002	SH	SOLE	26		5579	0	8423
DRIL-QUIP INC	COM	262037104	290		5542	SH	SOLE	28		5542	0	0
DRIL-QUIP INC	COM	262037104	480		9180	SH	SOLE	30		9180	0	0
DRIL-QUIP INC	COM	262037104	73		1403	SH	SOLE	36		1403	0	0
DRIL-QUIP INC	COM	262037104	230		4402	SH	SOLE	40		4402	0	0
DRIVE SHACK INC	COM	262077100	302		50676	SH	SOLE	2		2117	0	48559
DRIVE SHACK INC	COM	262077100	1216		203963	SH	SOLE	18		203963	0	0
DRIVE SHACK INC	COM	262077100	316		53086	SH	SOLE	19		53086	0	0
DRIVE SHACK INC	COM	262077100	13293		2230408	SH	SOLE	21		2230408	0	0
DRIVE SHACK INC	COM	262077100	4671		783777	SH	SOLE	22		765870	0	17907
DROPBOX INC	CL A	26210C104	2252		83936	SH	SOLE	2		83936	0	0
DROPBOX INC	CL A	26210C104	3227		120280	SH	SOLE	4		120280	0	0
DROPBOX INC	CL A	26210C104	286		10672	SH	SOLE	7		10672	0	0
DROPBOX INC	CL A	26210C104	13658		509058	SH	SOLE	18		509058	0	0
DROPBOX INC	CL A	26210C104	168789		6291067	SH	SOLE	19		6291067	0	0
DROPBOX INC	CL A	26210C104	1026		38234	SH	SOLE	21		38234	0	0
DROPBOX INC	CL A	26210C104	31403		1170435	SH	SOLE	22		1052206	0	118229
DROPBOX INC	CL A	26210C104	2077		77401	SH	SOLE	23		77401	0	0
DROPBOX INC	CL A	26210C104	352		13112	SH	SOLE	26		1695	0	11417
DROPBOX INC	CL A	26210C104	1182		44072	SH	SOLE	29		44072	0	0
DROPBOX INC	CL A	26210C104	186		6931	SH	SOLE	30		6931	0	0
DROPBOX INC	CL A	26210C104	2123		79117	SH	SOLE	31		60585	0	18532
DROPBOX INC	CL A	26210C104	48609		1811755	SH	SOLE	34		1811755	0	0
DROPBOX INC	CL A	26210C104	598		22305	SH	SOLE	36		22305	0	0
DROPCAR INC	COM	26210U104	7		13539	SH	SOLE	22		13539	0	0
DSP GROUP INC	COM	23332B106	270		22722	SH	SOLE	18		22722	0	0
DSP GROUP INC	COM	23332B106	17570		1476507	SH	SOLE	21		1476507	0	0
DSP GROUP INC	COM	23332B106	5933		498555	SH	SOLE	22		498555	0	0
DSP GROUP INC	COM	23332B106	490		41204	SH	SOLE	30		41204	0	0
DSW INC	CL A	23334L102	2329		68729	SH	SOLE	2		2618	0	66111
DSW INC	CL A	23334L102	14		415	SH	SOLE	4		415	0	0
DSW INC	CL A	23334L102	96		2828	SH	SOLE	7		2828	0	0
DSW INC	CL A	23334L102	10206		301226	SH	SOLE	18		301226	0	0
DSW INC	CL A	23334L102	2130		62859	SH	SOLE	19		62859	0	0
DSW INC	CL A	23334L102	243275		7180502	SH	SOLE	21		7180502	0	0
DSW INC	CL A	23334L102	66583		1965251	SH	SOLE	22		1854489	0	110762
DSW INC	CL A	23334L102	716		21146	SH	SOLE	26		5224	0	15922
DSW INC	CL A	23334L102	275		8113	SH	SOLE	28		8113	0	0
DSW INC	CL A	23334L102	5045		148916	SH	SOLE	30		148916	0	0
DSW INC	CL A	23334L102	68		2001	SH	SOLE	36		2001	0	0
DSW INC	CL A	23334L102	289		8520	SH	SOLE	40		8520	0	0
DTE ENERGY CO	COM	233331107	55720		510584	SH	SOLE	2		130185	0	380399
DTE ENERGY CO	COM	233331107	5898		54042	SH	SOLE	4		50132	0	3910
DTE ENERGY CO	COM	233331107	18900		173192	SH	SOLE	7		160257	0	12935
DTE ENERGY CO	COM	233331107	608		5571	SH	SOLE	13		5571	0	0
DTE ENERGY CO	COM	233331107	170		1558	SH	SOLE	15		1558	0	0
DTE ENERGY CO	COM	233331107	45023		412560	SH	SOLE	18		390917	0	21643
DTE ENERGY CO	COM	233331107	9434		86446	SH	SOLE	19		86446	0	0
DTE ENERGY CO	COM	233331107	11149		102166	SH	SOLE	20		0	0	102166
DTE ENERGY CO	COM	233331107	706932		6477886	SH	SOLE	21		6477886	0	0
DTE ENERGY CO	COM	233331107	497564		4559374	SH	SOLE	22		4034740	0	524634
DTE ENERGY CO	COM	233331107	24977		228875	SH	SOLE	23		228875	0	0
DTE ENERGY CO	COM	233331107	18952		173666	SH	SOLE	25		173666	0	0
DTE ENERGY CO	COM	233331107	66160		606252	SH	SOLE	26		170356	0	435896
DTE ENERGY CO	COM	233331107	3706		33955	SH	SOLE	28		25530	0	8425
DTE ENERGY CO	COM	233331107	4692		42999	SH	SOLE	29		6566	0	36433
DTE ENERGY CO	COM	233331107	81904		750518	SH	SOLE	30		750518	0	0
DTE ENERGY CO	COM	233331107	7905		72435	SH	SOLE	31		36189	0	36246
DTE ENERGY CO	COM	233331107	4338		39755	SH	SOLE	32		39755	0	0
DTE ENERGY CO	COM	233331107	1055		9667	SH	SOLE	34		9667	0	0
DTE ENERGY CO	COM	233331107	9815		89941	SH	SOLE	35		89941	0	0
DTE ENERGY CO	COM	233331107	21818		199928	SH	SOLE	36		199928	0	0
DTE ENERGY CO	COM	233331107	393		3599	SH	SOLE	40		3599	0	0
DUCOMMUN INC DEL	COM	264147109	403		9861	SH	SOLE	2		435	0	9426
DUCOMMUN INC DEL	COM	264147109	11		263	SH	SOLE	7		263	0	0
DUCOMMUN INC DEL	COM	264147109	1456		35644	SH	SOLE	18		35644	0	0
DUCOMMUN INC DEL	COM	264147109	377		9227	SH	SOLE	19		9227	0	0
DUCOMMUN INC DEL	COM	264147109	15636		382851	SH	SOLE	21		382851	0	0
DUCOMMUN INC DEL	COM	264147109	13376		327514	SH	SOLE	22		318655	0	8859
DUCOMMUN INC DEL	COM	264147109	115		2828	SH	SOLE	26		0	0	2828
DUKE ENERGY CORP NEW	COM NEW	26441C204	139361		1741574	SH	SOLE	2		249119	0	1492455
DUKE ENERGY CORP NEW	COM NEW	26441C204	20062		250717	SH	SOLE	4		232044	0	18673
DUKE ENERGY CORP NEW	COM NEW	26441C204	52741		659100	SH	SOLE	7		635418	0	23682
DUKE ENERGY CORP NEW	COM NEW	26441C204	1352		16897	SH	SOLE	13		16897	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	467		5838	SH	SOLE	15		5838	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	101056		1262886	SH	SOLE	18		1177370	0	85516
DUKE ENERGY CORP NEW	COM NEW	26441C204	18335		229134	SH	SOLE	19		229134	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	22713		283836	SH	SOLE	20		0	0	283836
DUKE ENERGY CORP NEW	COM NEW	26441C204	1292794		16155885	SH	SOLE	21		16155885	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	1435699		17941751	SH	SOLE	22		15939242	0	2002509
DUKE ENERGY CORP NEW	COM NEW	26441C204	70731		883918	SH	SOLE	23		883918	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	53958		674312	SH	SOLE	25		674312	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	185310		2315793	SH	SOLE	26		566326	0	1749467
DUKE ENERGY CORP NEW	COM NEW	26441C204	10748		134320	SH	SOLE	28		101647	0	32673
DUKE ENERGY CORP NEW	COM NEW	26441C204	1926		24063	SH	SOLE	29		24063	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	254396		3179149	SH	SOLE	30		3179149	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	21005		262494	SH	SOLE	31		131945	0	130549
DUKE ENERGY CORP NEW	COM NEW	26441C204	2823		35278	SH	SOLE	34		35278	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	12828		160304	SH	SOLE	35		160304	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	64986		812117	SH	SOLE	36		812117	0	0
DUKE ENERGY CORP NEW	COM NEW	26441C204	1124		14050	SH	SOLE	40		14050	0	0
DUKE REALTY CORP	COM NEW	264411505	62155		2190870	SH	SOLE	2		571847	0	1619023
DUKE REALTY CORP	COM NEW	264411505	7325		258184	SH	SOLE	4		249135	0	9049
DUKE REALTY CORP	COM NEW	264411505	26313		927495	SH	SOLE	7		895557	0	31938
DUKE REALTY CORP	COM NEW	264411505	377		13273	SH	SOLE	13		13273	0	0
DUKE REALTY CORP	COM NEW	264411505	456		16065	SH	SOLE	15		16065	0	0
DUKE REALTY CORP	COM NEW	264411505	22200		782521	SH	SOLE	18		739149	0	43372
DUKE REALTY CORP	COM NEW	264411505	18062		636649	SH	SOLE	19		636649	0	0
DUKE REALTY CORP	COM NEW	264411505	6341		223507	SH	SOLE	20		0	0	223507
DUKE REALTY CORP	COM NEW	264411505	344920		12157903	SH	SOLE	21		12157903	0	0
DUKE REALTY CORP	COM NEW	264411505	426695		15040343	SH	SOLE	22		14029114	0	1011229
DUKE REALTY CORP	COM NEW	264411505	15337		540593	SH	SOLE	23		540593	0	0
DUKE REALTY CORP	COM NEW	264411505	31091		1095897	SH	SOLE	25		1095897	0	0
DUKE REALTY CORP	COM NEW	264411505	40865		1440446	SH	SOLE	26		383469	0	1056977
DUKE REALTY CORP	COM NEW	264411505	1981		69839	SH	SOLE	28		53373	0	16466
DUKE REALTY CORP	COM NEW	264411505	6458		227625	SH	SOLE	29		156133	0	71492
DUKE REALTY CORP	COM NEW	264411505	77244		2722724	SH	SOLE	30		2722724	0	0
DUKE REALTY CORP	COM NEW	264411505	4003		141106	SH	SOLE	31		75504	0	65602
DUKE REALTY CORP	COM NEW	264411505	2319		81753	SH	SOLE	34		81753	0	0
DUKE REALTY CORP	COM NEW	264411505	8051		283790	SH	SOLE	36		283790	0	0
DUKE REALTY CORP	COM NEW	264411505	202		7136	SH	SOLE	40		7136	0	0
DULUTH HLDGS INC	COM CL B	26443V101	212		6736	SH	SOLE	2		317	0	6419
DULUTH HLDGS INC	COM CL B	26443V101	9		288	SH	SOLE	7		288	0	0
DULUTH HLDGS INC	COM CL B	26443V101	842		26764	SH	SOLE	18		26764	0	0
DULUTH HLDGS INC	COM CL B	26443V101	260		8271	SH	SOLE	19		8271	0	0
DULUTH HLDGS INC	COM CL B	26443V101	9060		287988	SH	SOLE	21		287988	0	0
DULUTH HLDGS INC	COM CL B	26443V101	8810		280024	SH	SOLE	22		262718	0	17306
DULUTH HLDGS INC	COM CL B	26443V101	41		1299	SH	SOLE	26		0	0	1299
DULUTH HLDGS INC	COM CL B	26443V101	64		2036	SH	SOLE	28		2036	0	0
DULUTH HLDGS INC	COM CL B	26443V101	179		5695	SH	SOLE	30		5695	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	12763		89557	SH	SOLE	2		20191	0	69366
DUN  BRADSTREET CORP DEL NE	COM	26483E100	23		162	SH	SOLE	4		162	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	148		1041	SH	SOLE	7		1041	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	38		266	SH	SOLE	15		266	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	16488		115700	SH	SOLE	18		115700	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	933		6546	SH	SOLE	19		6546	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	250830		1760088	SH	SOLE	21		1760088	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	176876		1241149	SH	SOLE	22		1164131	0	77018
DUN  BRADSTREET CORP DEL NE	COM	26483E100	4580		32141	SH	SOLE	25		32141	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	6140		43083	SH	SOLE	26		16630	0	26453
DUN  BRADSTREET CORP DEL NE	COM	26483E100	711		4987	SH	SOLE	28		4987	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	1253		8790	SH	SOLE	30		8790	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	114		798	SH	SOLE	31		798	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	3610		25331	SH	SOLE	36		25331	0	0
DUN  BRADSTREET CORP DEL NE	COM	26483E100	581		4078	SH	SOLE	40		4078	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	14098		191240	SH	SOLE	2		42650	0	148590
DUNKIN BRANDS GROUP INC	COM	265504100	32		439	SH	SOLE	4		439	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	136		1841	SH	SOLE	7		1841	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	19053		258448	SH	SOLE	18		258448	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	1089		14771	SH	SOLE	19		14771	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	297252		4032181	SH	SOLE	21		4032181	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	197940		2685030	SH	SOLE	22		2524559	0	160471
DUNKIN BRANDS GROUP INC	COM	265504100	1822		24711	SH	SOLE	26		14052	0	10659
DUNKIN BRANDS GROUP INC	COM	265504100	797		10814	SH	SOLE	28		10814	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	1440		19531	SH	SOLE	30		19531	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	145		1972	SH	SOLE	31		1769	0	203
DUNKIN BRANDS GROUP INC	COM	265504100	106		1434	SH	SOLE	36		1434	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	745		10110	SH	SOLE	40		10110	0	0
DURECT CORP	COM	266605104	178		161892	SH	SOLE	2		40005	0	121887
DURECT CORP	COM	266605104	3		2742	SH	SOLE	7		2742	0	0
DURECT CORP	COM	266605104	564		513081	SH	SOLE	18		513081	0	0
DURECT CORP	COM	266605104	222		202016	SH	SOLE	19		202016	0	0
DURECT CORP	COM	266605104	6095		5540626	SH	SOLE	21		5540626	0	0
DURECT CORP	COM	266605104	5065		4604209	SH	SOLE	22		4507864	0	96345
DURECT CORP	COM	266605104	130		118196	SH	SOLE	23		118196	0	0
DURECT CORP	COM	266605104	226		205615	SH	SOLE	26		0	0	205615
DXC TECHNOLOGY CO	COM	23355L106	61988		662836	SH	SOLE	2		82037	0	580799
DXC TECHNOLOGY CO	COM	23355L106	8396		89779	SH	SOLE	4		82265	0	7514
DXC TECHNOLOGY CO	COM	23355L106	23722		253660	SH	SOLE	7		217915	0	35745
DXC TECHNOLOGY CO	COM	23355L106	671		7176	SH	SOLE	13		7176	0	0
DXC TECHNOLOGY CO	COM	23355L106	237		2531	SH	SOLE	15		2531	0	0
DXC TECHNOLOGY CO	COM	23355L106	26		276	SH	SOLE	17		0	0	276
DXC TECHNOLOGY CO	COM	23355L106	53801		575294	SH	SOLE	18		541044	0	34250
DXC TECHNOLOGY CO	COM	23355L106	6335		67735	SH	SOLE	19		67735	0	0
DXC TECHNOLOGY CO	COM	23355L106	9847		105290	SH	SOLE	20		0	0	105290
DXC TECHNOLOGY CO	COM	23355L106	596393		6377175	SH	SOLE	21		6377175	0	0
DXC TECHNOLOGY CO	COM	23355L106	643063		6876210	SH	SOLE	22		6129763	0	746447
DXC TECHNOLOGY CO	COM	23355L106	33417		357323	SH	SOLE	23		357323	0	0
DXC TECHNOLOGY CO	COM	23355L106	25851		276418	SH	SOLE	25		276418	0	0
DXC TECHNOLOGY CO	COM	23355L106	98807		1056529	SH	SOLE	26		246884	0	809645
DXC TECHNOLOGY CO	COM	23355L106	5184		55436	SH	SOLE	28		41895	0	13541
DXC TECHNOLOGY CO	COM	23355L106	929		9932	SH	SOLE	29		9932	0	0
DXC TECHNOLOGY CO	COM	23355L106	102436		1095342	SH	SOLE	30		1095342	0	0
DXC TECHNOLOGY CO	COM	23355L106	10851		116032	SH	SOLE	31		54605	0	61427
DXC TECHNOLOGY CO	COM	23355L106	1416		15146	SH	SOLE	34		15146	0	0
DXC TECHNOLOGY CO	COM	23355L106	22547		241089	SH	SOLE	36		241089	0	0
DXC TECHNOLOGY CO	COM	23355L106	534		5714	SH	SOLE	40		5714	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	663		16544	SH	SOLE	2		3206	0	13338
DXP ENTERPRISES INC NEW	COM NEW	233377407	12		302	SH	SOLE	7		302	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	2878		71818	SH	SOLE	18		71818	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	1390		34693	SH	SOLE	19		34693	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	67927		1695200	SH	SOLE	21		1695200	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	19933		497464	SH	SOLE	22		479195	0	18269
DXP ENTERPRISES INC NEW	COM NEW	233377407	245		6116	SH	SOLE	23		6116	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	552		13779	SH	SOLE	26		0	0	13779
DXP ENTERPRISES INC NEW	COM NEW	233377407	78		1953	SH	SOLE	28		1953	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	1411		35209	SH	SOLE	30		35209	0	0
DXP ENTERPRISES INC NEW	COM NEW	233377407	52		1293	SH	SOLE	40		1293	0	0
DYCOM INDS INC	COM	267475101	3136		37067	SH	SOLE	2		13874	0	23193
DYCOM INDS INC	COM	267475101	17		202	SH	SOLE	4		202	0	0
DYCOM INDS INC	COM	267475101	909		10750	SH	SOLE	7		10750	0	0
DYCOM INDS INC	COM	267475101	14982		177098	SH	SOLE	18		177098	0	0
DYCOM INDS INC	COM	267475101	2330		27540	SH	SOLE	19		27540	0	0
DYCOM INDS INC	COM	267475101	182776		2160473	SH	SOLE	21		2160473	0	0
DYCOM INDS INC	COM	267475101	87309		1032025	SH	SOLE	22		990157	0	41868
DYCOM INDS INC	COM	267475101	838		9911	SH	SOLE	26		5566	0	4345
DYCOM INDS INC	COM	267475101	354		4189	SH	SOLE	28		4189	0	0
DYCOM INDS INC	COM	267475101	597		7057	SH	SOLE	30		7057	0	0
DYCOM INDS INC	COM	267475101	308		3635	SH	SOLE	40		3635	0	0
DYCOM INDS INC	NOTE 0.750% 9/1	267475AB7	1043		940000	PRN	SOLE	21		940000	0	0
DYNASIL CORP AMER	COM	268102100	11		8739	SH	SOLE	21		8739	0	0
DYNATRONICS CORP	COM NEW	268157401	63		22086	SH	SOLE	22		22086	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	637		51375	SH	SOLE	2		2299	0	49076
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	15		1191	SH	SOLE	7		1191	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	2460		198376	SH	SOLE	18		198376	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	1037		83649	SH	SOLE	19		83649	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	25557		2061011	SH	SOLE	21		2061011	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	20976		1691595	SH	SOLE	22		1611563	0	80032
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	11		913	SH	SOLE	23		913	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	85		6866	SH	SOLE	26		0	0	6866
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	115		9240	SH	SOLE	28		9240	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	170		13709	SH	SOLE	30		13709	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	13		1061	SH	SOLE	34		1061	0	0
DYNAVAX TECHNOLOGIES CORP	COM NEW	268158201	58		4676	SH	SOLE	40		4676	0	0
DYNEX CAP INC	COM NEW	26817Q506	351		54996	SH	SOLE	2		2047	0	52949
