nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
1347 PPTY INS HLDGS INC	COM	68244P107	4		633	SH	SOLE	18		633	0	0
1347 PPTY INS HLDGS INC	COM	68244P107	105		15724	SH	SOLE	21		15724	0	0
1ST CONSTITUTION BANCORP	COM	31986N102	119		5770	SH	SOLE	2		350	0	5420
1ST CONSTITUTION BANCORP	COM	31986N102	481		23240	SH	SOLE	18		23240	0	0
1ST CONSTITUTION BANCORP	COM	31986N102	101		4888	SH	SOLE	19		4888	0	0
1ST CONSTITUTION BANCORP	COM	31986N102	5432		262401	SH	SOLE	21		262401	0	0
1ST CONSTITUTION BANCORP	COM	31986N102	1125		54351	SH	SOLE	22		52483	0	1868
1ST SOURCE CORP	COM	336901103	804		15277	SH	SOLE	2		591	0	14686
1ST SOURCE CORP	COM	336901103	20		386	SH	SOLE	7		386	0	0
1ST SOURCE CORP	COM	336901103	2739		52054	SH	SOLE	18		52054	0	0
1ST SOURCE CORP	COM	336901103	772		14677	SH	SOLE	19		14677	0	0
1ST SOURCE CORP	COM	336901103	27566		523869	SH	SOLE	21		523869	0	0
1ST SOURCE CORP	COM	336901103	28312		538038	SH	SOLE	22		517417	0	20621
1ST SOURCE CORP	COM	336901103	363		6899	SH	SOLE	26		0	0	6899
1ST SOURCE CORP	COM	336901103	132		2512	SH	SOLE	28		2512	0	0
1ST SOURCE CORP	COM	336901103	217		4115	SH	SOLE	30		4115	0	0
1ST SOURCE CORP	COM	336901103	80		1516	SH	SOLE	40		1516	0	0
21VIANET GROUP INC	SPONSORED ADR	90138A103	147		14547	SH	SOLE	4		14547	0	0
21VIANET GROUP INC	SPONSORED ADR	90138A103	8421		833806	SH	SOLE	21		833806	0	0
21VIANET GROUP INC	SPONSORED ADR	90138A103	3833		379509	SH	SOLE	22		378117	0	1392
21VIANET GROUP INC	SPONSORED ADR	90138A103	90		8905	SH	SOLE	25		8905	0	0
21VIANET GROUP INC	SPONSORED ADR	90138A103	1763		174533	SH	SOLE	30		174533	0	0
22ND CENTY GROUP INC	COM	90137F103	180		64183	SH	SOLE	2		3975	0	60208
22ND CENTY GROUP INC	COM	90137F103	8		2871	SH	SOLE	7		2871	0	0
22ND CENTY GROUP INC	COM	90137F103	1084		385894	SH	SOLE	18		385894	0	0
22ND CENTY GROUP INC	COM	90137F103	282		100252	SH	SOLE	19		100252	0	0
22ND CENTY GROUP INC	COM	90137F103	11465		4080241	SH	SOLE	21		4080241	0	0
22ND CENTY GROUP INC	COM	90137F103	9356		3329393	SH	SOLE	22		3234218	0	95175
2U INC	COM	90214J101	6847		91061	SH	SOLE	2		3900	0	87161
2U INC	COM	90214J101	15		206	SH	SOLE	4		206	0	0
2U INC	COM	90214J101	89		1182	SH	SOLE	7		1182	0	0
2U INC	COM	90214J101	1971		26217	SH	SOLE	18		26217	0	0
2U INC	COM	90214J101	728		9685	SH	SOLE	19		9685	0	0
2U INC	COM	90214J101	50796		675567	SH	SOLE	21		675567	0	0
2U INC	COM	90214J101	113520		1509775	SH	SOLE	22		1407952	0	101823
2U INC	COM	90214J101	1368		18198	SH	SOLE	26		11851	0	6347
2U INC	COM	90214J101	579		7695	SH	SOLE	28		7695	0	0
2U INC	COM	90214J101	1002		13322	SH	SOLE	30		13322	0	0
2U INC	COM	90214J101	148		1965	SH	SOLE	31		1190	0	775
2U INC	COM	90214J101	9053		120400	SH	SOLE	34		120400	0	0
2U INC	COM	90214J101	434		5768	SH	SOLE	40		5768	0	0
3-D SYS CORP DEL	COM NEW	88554D205	2030		107412	SH	SOLE	2		4081	0	103331
3-D SYS CORP DEL	COM NEW	88554D205	11		575	SH	SOLE	4		575	0	0
3-D SYS CORP DEL	COM NEW	88554D205	45		2383	SH	SOLE	7		2383	0	0
3-D SYS CORP DEL	COM NEW	88554D205	1		37	SH	SOLE	17		0	0	37
3-D SYS CORP DEL	COM NEW	88554D205	9218		487733	SH	SOLE	18		487733	0	0
3-D SYS CORP DEL	COM NEW	88554D205	1882		99571	SH	SOLE	19		99571	0	0
3-D SYS CORP DEL	COM NEW	88554D205	245030		12964569	SH	SOLE	21		12964569	0	0
3-D SYS CORP DEL	COM NEW	88554D205	59324		3138834	SH	SOLE	22		3003023	0	135811
3-D SYS CORP DEL	COM NEW	88554D205	279		14748	SH	SOLE	26		7374	0	7374
3-D SYS CORP DEL	COM NEW	88554D205	291		15374	SH	SOLE	28		15374	0	0
3-D SYS CORP DEL	COM NEW	88554D205	73		3886	SH	SOLE	29		0	0	3886
3-D SYS CORP DEL	COM NEW	88554D205	4732		250373	SH	SOLE	30		250373	0	0
3-D SYS CORP DEL	COM NEW	88554D205	209		11083	SH	SOLE	40		11083	0	0
3M CO	COM	88579Y101	298588		1417056	SH	SOLE	2		215244	0	1201812
3M CO	COM	88579Y101	41660		197714	SH	SOLE	4		182049	0	15665
3M CO	COM	88579Y101	110889		526262	SH	SOLE	7		482620	0	43642
3M CO	COM	88579Y101	463		2195	SH	SOLE	13		2195	0	0
3M CO	COM	88579Y101	1001		4752	SH	SOLE	15		4752	0	0
3M CO	COM	88579Y101	375204		1780663	SH	SOLE	18		1690632	0	90031
3M CO	COM	88579Y101	272309		1292339	SH	SOLE	19		1292339	0	0
3M CO	COM	88579Y101	60070		285084	SH	SOLE	20		23636	0	261448
3M CO	COM	88579Y101	2402282		11400890	SH	SOLE	21		11400890	0	0
3M CO	COM	88579Y101	2989083		14185769	SH	SOLE	22		12587864	0	1597905
3M CO	COM	88579Y101	158416		751821	SH	SOLE	23		751821	0	0
3M CO	COM	88579Y101	131927		626108	SH	SOLE	25		626108	0	0
3M CO	COM	88579Y101	457011		2168909	SH	SOLE	26		474260	0	1694649
3M CO	COM	88579Y101	24001		113907	SH	SOLE	28		85911	0	27996
3M CO	COM	88579Y101	5472		25971	SH	SOLE	29		20474	0	5497
3M CO	COM	88579Y101	430958		2045268	SH	SOLE	30		2045268	0	0
3M CO	COM	88579Y101	48109		228320	SH	SOLE	31		113898	0	114422
3M CO	COM	88579Y101	24101		114379	SH	SOLE	32		114379	0	0
3M CO	COM	88579Y101	41850		198615	SH	SOLE	34		198615	0	0
3M CO	COM	88579Y101	101567		482023	SH	SOLE	36		482023	0	0
3M CO	COM	88579Y101	2142		10167	SH	SOLE	37		10167	0	0
3M CO	COM	88579Y101	2533		12022	SH	SOLE	40		12022	0	0
500 COM LTD	SPON ADR REP A	33829R100	45		4075	SH	SOLE	4		4075	0	0
500 COM LTD	SPON ADR REP A	33829R100	122		11030	SH	SOLE	21		11030	0	0
500 COM LTD	SPON ADR REP A	33829R100	737		66642	SH	SOLE	22		66642	0	0
500 COM LTD	SPON ADR REP A	33829R100	556		50285	SH	SOLE	30		50285	0	0
51JOB INC	SP ADR REP COM	316827104	2264		29409	SH	SOLE	2		838	0	28571
51JOB INC	SP ADR REP COM	316827104	425		5518	SH	SOLE	4		5518	0	0
51JOB INC	SP ADR REP COM	316827104	566		7357	SH	SOLE	7		2451	0	4906
51JOB INC	SP ADR REP COM	316827104	779		10115	SH	SOLE	15		10115	0	0
51JOB INC	SP ADR REP COM	316827104	632		8205	SH	SOLE	18		8205	0	0
51JOB INC	SP ADR REP COM	316827104	52		677	SH	SOLE	19		677	0	0
51JOB INC	SP ADR REP COM	316827104	45015		584684	SH	SOLE	21		584684	0	0
51JOB INC	SP ADR REP COM	316827104	24953		324102	SH	SOLE	22		299921	0	24181
51JOB INC	SP ADR REP COM	316827104	2140		27796	SH	SOLE	23		27796	0	0
51JOB INC	SP ADR REP COM	316827104	754		9799	SH	SOLE	25		9799	0	0
51JOB INC	SP ADR REP COM	316827104	9470		122997	SH	SOLE	26		34857	0	88140
51JOB INC	SP ADR REP COM	316827104	300		3898	SH	SOLE	28		3898	0	0
51JOB INC	SP ADR REP COM	316827104	577		7498	SH	SOLE	29		5168	0	2330
51JOB INC	SP ADR REP COM	316827104	12588		163497	SH	SOLE	30		163497	0	0
51JOB INC	SP ADR REP COM	316827104	111		1437	SH	SOLE	31		1437	0	0
51JOB INC	SP ADR REP COM	316827104	138		1792	SH	SOLE	34		1792	0	0
51JOB INC	SP ADR REP COM	316827104	19		251	SH	SOLE	40		251	0	0
58 COM INC	SPON ADR REP A	31680Q104	7070		96059	SH	SOLE	2		15036	0	81023
58 COM INC	SPON ADR REP A	31680Q104	2450		33292	SH	SOLE	4		26649	0	6643
58 COM INC	SPON ADR REP A	31680Q104	769		10455	SH	SOLE	7		10455	0	0
58 COM INC	SPON ADR REP A	31680Q104	2784		37829	SH	SOLE	15		37829	0	0
58 COM INC	SPON ADR REP A	31680Q104	2699		36676	SH	SOLE	18		36676	0	0
58 COM INC	SPON ADR REP A	31680Q104	10682		145140	SH	SOLE	19		145140	0	0
58 COM INC	SPON ADR REP A	31680Q104	127634		1734164	SH	SOLE	21		1734164	0	0
58 COM INC	SPON ADR REP A	31680Q104	97744		1328042	SH	SOLE	22		1240006	0	88036
58 COM INC	SPON ADR REP A	31680Q104	7277		98875	SH	SOLE	23		98875	0	0
58 COM INC	SPON ADR REP A	31680Q104	3023		41077	SH	SOLE	25		41077	0	0
58 COM INC	SPON ADR REP A	31680Q104	27165		369084	SH	SOLE	26		63109	0	305975
58 COM INC	SPON ADR REP A	31680Q104	898		12204	SH	SOLE	28		12204	0	0
58 COM INC	SPON ADR REP A	31680Q104	2230		30304	SH	SOLE	29		21754	0	8550
58 COM INC	SPON ADR REP A	31680Q104	39515		536888	SH	SOLE	30		536888	0	0
58 COM INC	SPON ADR REP A	31680Q104	397		5391	SH	SOLE	31		5391	0	0
58 COM INC	SPON ADR REP A	31680Q104	425		5776	SH	SOLE	32		5776	0	0
58 COM INC	SPON ADR REP A	31680Q104	27341		371480	SH	SOLE	34		371480	0	0
58 COM INC	SPON ADR REP A	31680Q104	64		872	SH	SOLE	40		872	0	0
8X8 INC NEW	COM	282914100	1577		74202	SH	SOLE	2		3392	0	70810
8X8 INC NEW	COM	282914100	15		725	SH	SOLE	4		725	0	0
8X8 INC NEW	COM	282914100	42		1985	SH	SOLE	7		1985	0	0
8X8 INC NEW	COM	282914100	8365		393658	SH	SOLE	18		393658	0	0
8X8 INC NEW	COM	282914100	2251		105926	SH	SOLE	19		105926	0	0
8X8 INC NEW	COM	282914100	213493		10046723	SH	SOLE	21		10046723	0	0
8X8 INC NEW	COM	282914100	55987		2634672	SH	SOLE	22		2520787	0	113885
8X8 INC NEW	COM	282914100	38		1786	SH	SOLE	23		1786	0	0
8X8 INC NEW	COM	282914100	827		38938	SH	SOLE	26		34365	0	4573
8X8 INC NEW	COM	282914100	275		12935	SH	SOLE	28		12935	0	0
8X8 INC NEW	COM	282914100	4320		203316	SH	SOLE	30		203316	0	0
8X8 INC NEW	COM	282914100	224		10544	SH	SOLE	40		10544	0	0
A H BELO CORP	COM CL A	001282102	16		3533	SH	SOLE	18		3533	0	0
A H BELO CORP	COM CL A	001282102	305		66279	SH	SOLE	21		66279	0	0
A H BELO CORP	COM CL A	001282102	2200		478360	SH	SOLE	22		478360	0	0
A MARK PRECIOUS METALS INC	COM	00181T107	11		870	SH	SOLE	18		870	0	0
A MARK PRECIOUS METALS INC	COM	00181T107	184		14166	SH	SOLE	21		14166	0	0
A10 NETWORKS INC	COM	002121101	271		44612	SH	SOLE	2		6006	0	38606
A10 NETWORKS INC	COM	002121101	6		1036	SH	SOLE	7		1036	0	0
A10 NETWORKS INC	COM	002121101	1048		172395	SH	SOLE	18		172395	0	0
A10 NETWORKS INC	COM	002121101	3020		496650	SH	SOLE	19		496650	0	0
A10 NETWORKS INC	COM	002121101	10966		1803578	SH	SOLE	21		1803578	0	0
A10 NETWORKS INC	COM	002121101	10929		1797468	SH	SOLE	22		1723004	0	74464
A10 NETWORKS INC	COM	002121101	888		146106	SH	SOLE	23		146106	0	0
A10 NETWORKS INC	COM	002121101	1715		282099	SH	SOLE	26		0	0	282099
A10 NETWORKS INC	COM	002121101	28		4609	SH	SOLE	28		4609	0	0
A10 NETWORKS INC	COM	002121101	516		84861	SH	SOLE	29		0	0	84861
A10 NETWORKS INC	COM	002121101	70		11573	SH	SOLE	30		11573	0	0
AAC HLDGS INC	COM	000307108	91		11886	SH	SOLE	2		454	0	11432
AAC HLDGS INC	COM	000307108	1		174	SH	SOLE	7		174	0	0
AAC HLDGS INC	COM	000307108	349		45775	SH	SOLE	18		45775	0	0
AAC HLDGS INC	COM	000307108	67		8833	SH	SOLE	19		8833	0	0
AAC HLDGS INC	COM	000307108	3720		487568	SH	SOLE	21		487568	0	0
AAC HLDGS INC	COM	000307108	1833		240190	SH	SOLE	22		233091	0	7099
AAON INC	COM PAR $0.004	000360206	1254		33177	SH	SOLE	2		1542	0	31635
AAON INC	COM PAR $0.004	000360206	8		209	SH	SOLE	4		209	0	0
AAON INC	COM PAR $0.004	000360206	34		895	SH	SOLE	7		895	0	0
AAON INC	COM PAR $0.004	000360206	6652		175975	SH	SOLE	18		175975	0	0
AAON INC	COM PAR $0.004	000360206	1425		37689	SH	SOLE	19		37689	0	0
AAON INC	COM PAR $0.004	000360206	162781		4306380	SH	SOLE	21		4306380	0	0
AAON INC	COM PAR $0.004	000360206	42921		1135467	SH	SOLE	22		1080074	0	55393
AAON INC	COM PAR $0.004	000360206	693		18340	SH	SOLE	26		15487	0	2853
AAON INC	COM PAR $0.004	000360206	231		6115	SH	SOLE	28		6115	0	0
AAON INC	COM PAR $0.004	000360206	3492		92390	SH	SOLE	30		92390	0	0
AAON INC	COM PAR $0.004	000360206	178		4716	SH	SOLE	40		4716	0	0
AAR CORP	COM	000361105	1720		35917	SH	SOLE	2		1214	0	34703
AAR CORP	COM	000361105	3		66	SH	SOLE	4		66	0	0
AAR CORP	COM	000361105	31		657	SH	SOLE	7		657	0	0
AAR CORP	COM	000361105	6866		143380	SH	SOLE	18		143380	0	0
AAR CORP	COM	000361105	1406		29355	SH	SOLE	19		29355	0	0
AAR CORP	COM	000361105	224707		4692145	SH	SOLE	21		4692145	0	0
AAR CORP	COM	000361105	45523		950581	SH	SOLE	22		903575	0	47006
AAR CORP	COM	000361105	687		14342	SH	SOLE	26		5768	0	8574
AAR CORP	COM	000361105	230		4796	SH	SOLE	28		4796	0	0
AAR CORP	COM	000361105	3373		70431	SH	SOLE	30		70431	0	0
AAR CORP	COM	000361105	172		3586	SH	SOLE	40		3586	0	0
AARONS INC	COM PAR $0.50	002535300	5385		98874	SH	SOLE	2		32389	0	66485
AARONS INC	COM PAR $0.50	002535300	56		1021	SH	SOLE	4		1021	0	0
AARONS INC	COM PAR $0.50	002535300	83		1522	SH	SOLE	7		1522	0	0
AARONS INC	COM PAR $0.50	002535300	22307		409611	SH	SOLE	18		409611	0	0
AARONS INC	COM PAR $0.50	002535300	4110		75468	SH	SOLE	19		75468	0	0
AARONS INC	COM PAR $0.50	002535300	258340		4743660	SH	SOLE	21		4743660	0	0
AARONS INC	COM PAR $0.50	002535300	133154		2444991	SH	SOLE	22		2344478	0	100513
AARONS INC	COM PAR $0.50	002535300	693		12717	SH	SOLE	23		12717	0	0
AARONS INC	COM PAR $0.50	002535300	1633		29978	SH	SOLE	26		6447	0	23531
AARONS INC	COM PAR $0.50	002535300	513		9416	SH	SOLE	28		9416	0	0
AARONS INC	COM PAR $0.50	002535300	279		5121	SH	SOLE	29		0	0	5121
AARONS INC	COM PAR $0.50	002535300	880		16164	SH	SOLE	30		16164	0	0
AARONS INC	COM PAR $0.50	002535300	68		1246	SH	SOLE	36		1246	0	0
AARONS INC	COM PAR $0.50	002535300	391		7185	SH	SOLE	40		7185	0	0
ABB LTD	SPONSORED ADR	000375204	40177		1700249	SH	SOLE	18		1700249	0	0
ABB LTD	SPONSORED ADR	000375204	44846		1897848	SH	SOLE	19		1897848	0	0
ABB LTD	SPONSORED ADR	000375204	1779		75284	SH	SOLE	23		75284	0	0
ABB LTD	SPONSORED ADR	000375204	10689		452328	SH	SOLE	34		452328	0	0
ABBOTT LABS	COM	002824100	361881		4932945	SH	SOLE	2		1333799	0	3599146
ABBOTT LABS	COM	002824100	41449		565002	SH	SOLE	4		518743	0	46259
ABBOTT LABS	COM	002824100	107936		1471325	SH	SOLE	7		1331305	0	140020
ABBOTT LABS	COM	002824100	903		12305	SH	SOLE	13		12305	0	0
ABBOTT LABS	COM	002824100	1004		13683	SH	SOLE	15		13683	0	0
ABBOTT LABS	COM	002824100	9		125	SH	SOLE	17		0	0	125
ABBOTT LABS	COM	002824100	264870		3610551	SH	SOLE	18		3395700	0	214851
ABBOTT LABS	COM	002824100	379642		5175055	SH	SOLE	19		5175055	0	0
ABBOTT LABS	COM	002824100	51649		704045	SH	SOLE	20		157656	0	546389
ABBOTT LABS	COM	002824100	2658695		36241752	SH	SOLE	21		36241752	0	0
ABBOTT LABS	COM	002824100	3102476		42291117	SH	SOLE	22		37448342	0	4842775
ABBOTT LABS	COM	002824100	162668		2217398	SH	SOLE	23		2217398	0	0
ABBOTT LABS	COM	002824100	187286		2552972	SH	SOLE	25		2552972	0	0
ABBOTT LABS	COM	002824100	430286		5865407	SH	SOLE	26		1347472	0	4517935
ABBOTT LABS	COM	002824100	24574		334979	SH	SOLE	28		253215	0	81764
ABBOTT LABS	COM	002824100	10449		142431	SH	SOLE	29		59850	0	82581
ABBOTT LABS	COM	002824100	464635		6333633	SH	SOLE	30		6333633	0	0
ABBOTT LABS	COM	002824100	49128		669679	SH	SOLE	31		337015	0	332664
ABBOTT LABS	COM	002824100	192718		2627019	SH	SOLE	34		2627019	0	0
ABBOTT LABS	COM	002824100	103204		1406811	SH	SOLE	36		1406811	0	0
ABBOTT LABS	COM	002824100	2586		35255	SH	SOLE	40		35255	0	0
ABBVIE INC	COM	00287Y109	372196		3935252	SH	SOLE	2		766275	0	3168977
ABBVIE INC	COM	00287Y109	51817		547859	SH	SOLE	4		507844	0	40015
ABBVIE INC	COM	00287Y109	119673		1265309	SH	SOLE	7		1173714	0	91595
ABBVIE INC	COM	00287Y109	8377		88566	SH	SOLE	13		88566	0	0
ABBVIE INC	COM	00287Y109	1238		13087	SH	SOLE	15		13087	0	0
ABBVIE INC	COM	00287Y109	12		129	SH	SOLE	17		0	0	129
ABBVIE INC	COM	00287Y109	320651		3390258	SH	SOLE	18		3189334	0	200924
ABBVIE INC	COM	00287Y109	147016		1554405	SH	SOLE	19		1554405	0	0
ABBVIE INC	COM	00287Y109	43396		458825	SH	SOLE	20		0	0	458825
ABBVIE INC	COM	00287Y109	2721932		28779148	SH	SOLE	21		28779148	0	0
ABBVIE INC	COM	00287Y109	3571083		37757276	SH	SOLE	22		33390883	0	4366393
ABBVIE INC	COM	00287Y109	191454		2024251	SH	SOLE	23		2024251	0	0
ABBVIE INC	COM	00287Y109	152195		1609172	SH	SOLE	25		1609172	0	0
ABBVIE INC	COM	00287Y109	486797		5146929	SH	SOLE	26		1216916	0	3930013
ABBVIE INC	COM	00287Y109	27654		292389	SH	SOLE	28		221362	0	71027
ABBVIE INC	COM	00287Y109	36950		390674	SH	SOLE	29		107663	0	283011
ABBVIE INC	COM	00287Y109	517168		5468052	SH	SOLE	30		5468052	0	0
ABBVIE INC	COM	00287Y109	67739		716205	SH	SOLE	31		373898	0	342307
ABBVIE INC	COM	00287Y109	3464		36621	SH	SOLE	32		36621	0	0
ABBVIE INC	COM	00287Y109	67498		713657	SH	SOLE	34		713657	0	0
ABBVIE INC	COM	00287Y109	124636		1317785	SH	SOLE	36		1317785	0	0
ABBVIE INC	COM	00287Y109	1436		15178	SH	SOLE	37		15178	0	0
ABBVIE INC	COM	00287Y109	2895		30604	SH	SOLE	40		30604	0	0
ABEONA THERAPEUTICS INC	COM	00289Y107	320		25035	SH	SOLE	2		1193	0	23842
ABEONA THERAPEUTICS INC	COM	00289Y107	10		745	SH	SOLE	7		745	0	0
ABEONA THERAPEUTICS INC	COM	00289Y107	1335		104269	SH	SOLE	18		104269	0	0
ABEONA THERAPEUTICS INC	COM	00289Y107	379		29604	SH	SOLE	19		29604	0	0
ABEONA THERAPEUTICS INC	COM	00289Y107	14092		1100926	SH	SOLE	21		1100926	0	0
ABEONA THERAPEUTICS INC	COM	00289Y107	12086		944248	SH	SOLE	22		902644	0	41604
ABEONA THERAPEUTICS INC	COM	00289Y107	56		4374	SH	SOLE	26		0	0	4374
ABEONA THERAPEUTICS INC	COM	00289Y107	99		7721	SH	SOLE	30		7721	0	0
ABEONA THERAPEUTICS INC	COM	00289Y107	41		3194	SH	SOLE	40		3194	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	1417		67107	SH	SOLE	2		2540	0	64567
ABERCROMBIE  FITCH CO	CL A	002896207	7		349	SH	SOLE	4		349	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	70		3309	SH	SOLE	7		3309	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	6390		302545	SH	SOLE	18		302545	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	1318		62388	SH	SOLE	19		62388	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	149122		7060699	SH	SOLE	21		7060699	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	41399		1960201	SH	SOLE	22		1839622	0	120579
ABERCROMBIE  FITCH CO	CL A	002896207	254		12022	SH	SOLE	26		8806	0	3216
ABERCROMBIE  FITCH CO	CL A	002896207	210		9961	SH	SOLE	28		9961	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	3142		148766	SH	SOLE	30		148766	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	142		6737	SH	SOLE	36		6737	0	0
ABERCROMBIE  FITCH CO	CL A	002896207	164		7770	SH	SOLE	40		7770	0	0
ABERDEEN GLOBAL DYNAMIC DIVI	COM	00302M106	1118		108100	SH	SOLE	2		108100	0	0
ABERDEEN TOTAL DYNAMIC DIVD	COM SH BEN INT	00326L100	2230		254000	SH	SOLE	2		254000	0	0
ABIOMED INC	COM	003654100	42950		95497	SH	SOLE	2		7913	0	87584
ABIOMED INC	COM	003654100	6016		13377	SH	SOLE	4		12262	0	1115
ABIOMED INC	COM	003654100	14409		32038	SH	SOLE	7		32038	0	0
ABIOMED INC	COM	003654100	157		349	SH	SOLE	15		349	0	0
ABIOMED INC	COM	003654100	41425		92107	SH	SOLE	18		86920	0	5187
ABIOMED INC	COM	003654100	4283		9523	SH	SOLE	19		9523	0	0
ABIOMED INC	COM	003654100	7622		16948	SH	SOLE	20		0	0	16948
ABIOMED INC	COM	003654100	570841		1269241	SH	SOLE	21		1269241	0	0
ABIOMED INC	COM	003654100	474021		1053965	SH	SOLE	22		947945	0	106020
ABIOMED INC	COM	003654100	23548		52359	SH	SOLE	23		52359	0	0
ABIOMED INC	COM	003654100	35342		78581	SH	SOLE	25		78581	0	0
ABIOMED INC	COM	003654100	69882		155379	SH	SOLE	26		39966	0	115413
ABIOMED INC	COM	003654100	3755		8348	SH	SOLE	28		6380	0	1968
ABIOMED INC	COM	003654100	4367		9709	SH	SOLE	29		1347	0	8362
ABIOMED INC	COM	003654100	79370		176476	SH	SOLE	30		176476	0	0
ABIOMED INC	COM	003654100	7050		15676	SH	SOLE	31		8245	0	7431
ABIOMED INC	COM	003654100	3099		6890	SH	SOLE	34		6890	0	0
ABIOMED INC	COM	003654100	13616		30275	SH	SOLE	36		30275	0	0
ABIOMED INC	COM	003654100	374		831	SH	SOLE	40		831	0	0
ABM INDS INC	COM	000957100	3552		110155	SH	SOLE	2		46355	0	63800
ABM INDS INC	COM	000957100	11		343	SH	SOLE	4		343	0	0
ABM INDS INC	COM	000957100	4362		135249	SH	SOLE	7		135249	0	0
ABM INDS INC	COM	000957100	9372		290602	SH	SOLE	18		290602	0	0
ABM INDS INC	COM	000957100	1950		60462	SH	SOLE	19		60462	0	0
ABM INDS INC	COM	000957100	222918		6912173	SH	SOLE	21		6912173	0	0
ABM INDS INC	COM	000957100	61605		1910242	SH	SOLE	22		1792841	0	117401
ABM INDS INC	COM	000957100	595		18439	SH	SOLE	26		12770	0	5669
ABM INDS INC	COM	000957100	236		7312	SH	SOLE	28		7312	0	0
ABM INDS INC	COM	000957100	4765		147758	SH	SOLE	30		147758	0	0
ABM INDS INC	COM	000957100	85		2624	SH	SOLE	36		2624	0	0
ABM INDS INC	COM	000957100	199		6159	SH	SOLE	40		6159	0	0
ABRAXAS PETE CORP	COM	003830106	410		175893	SH	SOLE	2		27761	0	148132
ABRAXAS PETE CORP	COM	003830106	10		4355	SH	SOLE	7		4355	0	0
ABRAXAS PETE CORP	COM	003830106	1242		533183	SH	SOLE	18		533183	0	0
ABRAXAS PETE CORP	COM	003830106	493		211501	SH	SOLE	19		211501	0	0
ABRAXAS PETE CORP	COM	003830106	13341		5725561	SH	SOLE	21		5725561	0	0
ABRAXAS PETE CORP	COM	003830106	11962		5133979	SH	SOLE	22		5030695	0	103284
ACACIA COMMUNICATIONS INC	COM	00401C108	1072		25921	SH	SOLE	2		1022	0	24899
ACACIA COMMUNICATIONS INC	COM	00401C108	28		672	SH	SOLE	7		672	0	0
ACACIA COMMUNICATIONS INC	COM	00401C108	3703		89518	SH	SOLE	18		89518	0	0
ACACIA COMMUNICATIONS INC	COM	00401C108	1038		25089	SH	SOLE	19		25089	0	0
ACACIA COMMUNICATIONS INC	COM	00401C108	41466		1002325	SH	SOLE	21		1002325	0	0
ACACIA COMMUNICATIONS INC	COM	00401C108	32909		795480	SH	SOLE	22		757694	0	37786
ACACIA COMMUNICATIONS INC	COM	00401C108	73		1775	SH	SOLE	26		0	0	1775
ACACIA COMMUNICATIONS INC	COM	00401C108	155		3752	SH	SOLE	28		3752	0	0
ACACIA COMMUNICATIONS INC	COM	00401C108	267		6465	SH	SOLE	30		6465	0	0
ACACIA COMMUNICATIONS INC	COM	00401C108	97		2356	SH	SOLE	40		2356	0	0
ACACIA RESH CORP	ACACIA TCH COM	003881307	102		31750	SH	SOLE	2		721	0	31029
ACACIA RESH CORP	ACACIA TCH COM	003881307	4		1136	SH	SOLE	7		1136	0	0
ACACIA RESH CORP	ACACIA TCH COM	003881307	480		150087	SH	SOLE	18		150087	0	0
ACACIA RESH CORP	ACACIA TCH COM	003881307	49		15302	SH	SOLE	19		15302	0	0
ACACIA RESH CORP	ACACIA TCH COM	003881307	4062		1269424	SH	SOLE	21		1269424	0	0
ACACIA RESH CORP	ACACIA TCH COM	003881307	3644		1138796	SH	SOLE	22		1104144	0	34652
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	7115		202128	SH	SOLE	2		43776	0	158352
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	871		24744	SH	SOLE	4		24744	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	99		2803	SH	SOLE	7		2803	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	18435		523727	SH	SOLE	18		523727	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	58922		1673923	SH	SOLE	19		1673923	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	153408		4358171	SH	SOLE	21		4358171	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	99890		2837770	SH	SOLE	22		2663269	0	174501
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	824		23412	SH	SOLE	26		17610	0	5802
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	399		11327	SH	SOLE	28		11327	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	338		9612	SH	SOLE	29		0	0	9612
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	1627		46224	SH	SOLE	30		46224	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	60		1708	SH	SOLE	31		1708	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	24255		689062	SH	SOLE	34		689062	0	0
