nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
KENNAMETAL INC	COM	489170100	97117		2918181	SH	SOLE	22		2807554	0	110627
KENNAMETAL INC	COM	489170100	866		26025	SH	SOLE	26		17962	0	8063
KENNAMETAL INC	COM	489170100	339		10186	SH	SOLE	28		10186	0	0
KENNAMETAL INC	COM	489170100	662		19885	SH	SOLE	30		19885	0	0
KENNAMETAL INC	COM	489170100	86		2592	SH	SOLE	36		2592	0	0
KENNAMETAL INC	COM	489170100	292		8778	SH	SOLE	40		8778	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	2131		117295	SH	SOLE	2		4495	0	112800
KENNEDY-WILSON HLDGS INC	COM	489398107	1521		83735	SH	SOLE	4		83735	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	3694		203282	SH	SOLE	7		203282	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	61		3380	SH	SOLE	15		3380	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	8154		448767	SH	SOLE	18		448767	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	7163		394223	SH	SOLE	19		394223	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	77948		4289921	SH	SOLE	21		4289921	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	86056		4736131	SH	SOLE	22		4575914	0	160217
KENNEDY-WILSON HLDGS INC	COM	489398107	4119		226683	SH	SOLE	25		226683	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	1459		80302	SH	SOLE	26		30784	0	49518
KENNEDY-WILSON HLDGS INC	COM	489398107	321		17670	SH	SOLE	28		17670	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	800		44032	SH	SOLE	29		44032	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	10907		600300	SH	SOLE	30		600300	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	233		12805	SH	SOLE	40		12805	0	0
KENTUCKY FIRST FED BANCORP	COM	491292108	5		753	SH	SOLE	18		753	0	0
KENTUCKY FIRST FED BANCORP	COM	491292108	6		844	SH	SOLE	21		844	0	0
KEURIG DR PEPPER INC	COM	49271V100	9351		364707	SH	SOLE	2		5206	0	359501
KEURIG DR PEPPER INC	COM	49271V100	90		3505	SH	SOLE	7		3505	0	0
KEURIG DR PEPPER INC	COM	49271V100	36		1406	SH	SOLE	15		1406	0	0
KEURIG DR PEPPER INC	COM	49271V100	2311		90121	SH	SOLE	18		90121	0	0
KEURIG DR PEPPER INC	COM	49271V100	1807		70461	SH	SOLE	19		70461	0	0
KEURIG DR PEPPER INC	COM	49271V100	54205		2114069	SH	SOLE	21		2114069	0	0
KEURIG DR PEPPER INC	COM	49271V100	110564		4312153	SH	SOLE	22		4013288	0	298865
KEURIG DR PEPPER INC	COM	49271V100	4092		159595	SH	SOLE	25		159595	0	0
KEURIG DR PEPPER INC	COM	49271V100	2169		84604	SH	SOLE	26		84604	0	0
KEURIG DR PEPPER INC	COM	49271V100	104		4046	SH	SOLE	31		3640	0	406
KEURIG DR PEPPER INC	COM	49271V100	2836		110604	SH	SOLE	36		110604	0	0
KEWAUNEE SCIENTIFIC CORP	COM	492854104	14		407	SH	SOLE	18		407	0	0
KEWAUNEE SCIENTIFIC CORP	COM	492854104	9		262	SH	SOLE	21		262	0	0
KEWAUNEE SCIENTIFIC CORP	COM	492854104	1177		35406	SH	SOLE	22		35406	0	0
KEY ENERGY SVCS INC DEL	COM	49309J103	17		8249	SH	SOLE	2		356	0	7893
KEY ENERGY SVCS INC DEL	COM	49309J103	1		384	SH	SOLE	7		384	0	0
KEY ENERGY SVCS INC DEL	COM	49309J103	70		33636	SH	SOLE	18		33636	0	0
KEY ENERGY SVCS INC DEL	COM	49309J103	51		24493	SH	SOLE	19		24493	0	0
KEY ENERGY SVCS INC DEL	COM	49309J103	718		346974	SH	SOLE	21		346974	0	0
KEY ENERGY SVCS INC DEL	COM	49309J103	185		89164	SH	SOLE	22		82294	0	6870
KEY TRONIC CORP	COM	493144109	10		1807	SH	SOLE	18		1807	0	0
KEY TRONIC CORP	COM	493144109	198		34998	SH	SOLE	21		34998	0	0
KEY TRONIC CORP	COM	493144109	96		16985	SH	SOLE	22		16985	0	0
KEYCORP NEW	COM	493267108	39715		2687082	SH	SOLE	2		337750	0	2349332
KEYCORP NEW	COM	493267108	5668		383484	SH	SOLE	4		355549	0	27935
KEYCORP NEW	COM	493267108	11536		780525	SH	SOLE	7		780525	0	0
KEYCORP NEW	COM	493267108	282		19048	SH	SOLE	13		19048	0	0
KEYCORP NEW	COM	493267108	147		9964	SH	SOLE	15		9964	0	0
KEYCORP NEW	COM	493267108	37903		2564446	SH	SOLE	18		2436794	0	127652
KEYCORP NEW	COM	493267108	10064		680941	SH	SOLE	19		680941	0	0
KEYCORP NEW	COM	493267108	373731		25286238	SH	SOLE	21		25286238	0	0
KEYCORP NEW	COM	493267108	370632		25076611	SH	SOLE	22		22368042	0	2708569
KEYCORP NEW	COM	493267108	11241		760531	SH	SOLE	23		760531	0	0
KEYCORP NEW	COM	493267108	15922		1077273	SH	SOLE	25		1077273	0	0
KEYCORP NEW	COM	493267108	65907		4459230	SH	SOLE	26		1162721	0	3296509
KEYCORP NEW	COM	493267108	3015		203995	SH	SOLE	28		150284	0	53711
KEYCORP NEW	COM	493267108	573		38766	SH	SOLE	29		38766	0	0
KEYCORP NEW	COM	493267108	58886		3984165	SH	SOLE	30		3984165	0	0
KEYCORP NEW	COM	493267108	5282		357394	SH	SOLE	31		230823	0	126571
KEYCORP NEW	COM	493267108	3948		267086	SH	SOLE	34		267086	0	0
KEYCORP NEW	COM	493267108	12918		874028	SH	SOLE	36		874028	0	0
KEYCORP NEW	COM	493267108	323		21829	SH	SOLE	40		21829	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	29238		470974	SH	SOLE	2		38324	0	432650
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	3652		58825	SH	SOLE	4		53894	0	4931
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	8725		140542	SH	SOLE	7		140542	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	68		1102	SH	SOLE	13		1102	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	112		1799	SH	SOLE	15		1799	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	25612		412568	SH	SOLE	18		389959	0	22609
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	15344		247158	SH	SOLE	19		247158	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	261304		4209143	SH	SOLE	21		4209143	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	304311		4901918	SH	SOLE	22		4398196	0	503722
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	8245		132810	SH	SOLE	23		132810	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	10382		167239	SH	SOLE	25		167239	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	51785		834162	SH	SOLE	26		233249	0	600913
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	2328		37505	SH	SOLE	28		27885	0	9620
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	3361		54147	SH	SOLE	29		6758	0	47389
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	42108		678282	SH	SOLE	30		678282	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	3749		60390	SH	SOLE	31		41441	0	18949
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	8061		129856	SH	SOLE	34		129856	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	8538		137530	SH	SOLE	36		137530	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	265		4268	SH	SOLE	40		4268	0	0
KEYW HLDG CORP	COM	493723100	340		50836	SH	SOLE	2		1920	0	48916
KEYW HLDG CORP	COM	493723100	6		853	SH	SOLE	7		853	0	0
KEYW HLDG CORP	COM	493723100	1170		174907	SH	SOLE	18		174907	0	0
KEYW HLDG CORP	COM	493723100	465		69458	SH	SOLE	19		69458	0	0
KEYW HLDG CORP	COM	493723100	11326		1693004	SH	SOLE	21		1693004	0	0
KEYW HLDG CORP	COM	493723100	8853		1323275	SH	SOLE	22		1274498	0	48777
KEYW HLDG CORP	COM	493723100	27		4032	SH	SOLE	26		0	0	4032
KEYW HLDG CORP	COM	493723100	33		4862	SH	SOLE	28		4862	0	0
KEYW HLDG CORP	COM	493723100	104		15573	SH	SOLE	30		15573	0	0
KEYW HLDG CORP	COM	493723100	21		3137	SH	SOLE	40		3137	0	0
KEZAR LIFE SCIENCES INC	COM	49372L100	88		3729	SH	SOLE	2		0	0	3729
KEZAR LIFE SCIENCES INC	COM	49372L100	384		16269	SH	SOLE	18		16269	0	0
KEZAR LIFE SCIENCES INC	COM	49372L100	162		6873	SH	SOLE	19		6873	0	0
KEZAR LIFE SCIENCES INC	COM	49372L100	4116		174404	SH	SOLE	21		174404	0	0
KEZAR LIFE SCIENCES INC	COM	49372L100	1049		44439	SH	SOLE	22		43049	0	1390
KEZAR LIFE SCIENCES INC	COM	49372L100	5		218	SH	SOLE	23		218	0	0
KFORCE INC	COM	493732101	1119		36182	SH	SOLE	2		18208	0	17974
KFORCE INC	COM	493732101	17		559	SH	SOLE	7		559	0	0
KFORCE INC	COM	493732101	2491		80572	SH	SOLE	18		80572	0	0
KFORCE INC	COM	493732101	9474		306411	SH	SOLE	19		306411	0	0
KFORCE INC	COM	493732101	25693		830963	SH	SOLE	21		830963	0	0
KFORCE INC	COM	493732101	31397		1015431	SH	SOLE	22		978655	0	36776
KFORCE INC	COM	493732101	2420		78282	SH	SOLE	23		78282	0	0
KFORCE INC	COM	493732101	3598		116368	SH	SOLE	26		0	0	116368
KFORCE INC	COM	493732101	112		3614	SH	SOLE	28		3614	0	0
KFORCE INC	COM	493732101	676		21862	SH	SOLE	29		0	0	21862
KFORCE INC	COM	493732101	179		5782	SH	SOLE	30		5782	0	0
KFORCE INC	COM	493732101	956		30923	SH	SOLE	34		30923	0	0
KFORCE INC	COM	493732101	86		2788	SH	SOLE	40		2788	0	0
KILROY RLTY CORP	COM	49427F108	17049		271134	SH	SOLE	2		48199	0	222935
KILROY RLTY CORP	COM	49427F108	4338		68982	SH	SOLE	4		68982	0	0
KILROY RLTY CORP	COM	49427F108	10801		171774	SH	SOLE	7		171774	0	0
KILROY RLTY CORP	COM	49427F108	250		3974	SH	SOLE	15		3974	0	0
KILROY RLTY CORP	COM	49427F108	18203		289489	SH	SOLE	18		289489	0	0
KILROY RLTY CORP	COM	49427F108	11642		185146	SH	SOLE	19		185146	0	0
KILROY RLTY CORP	COM	49427F108	365078		5805954	SH	SOLE	21		5805954	0	0
KILROY RLTY CORP	COM	49427F108	289235		4599795	SH	SOLE	22		4399773	0	200022
KILROY RLTY CORP	COM	49427F108	215		3414	SH	SOLE	23		3414	0	0
KILROY RLTY CORP	COM	49427F108	12760		202921	SH	SOLE	25		202921	0	0
KILROY RLTY CORP	COM	49427F108	3840		61062	SH	SOLE	26		16630	0	44432
KILROY RLTY CORP	COM	49427F108	775		12333	SH	SOLE	28		12333	0	0
KILROY RLTY CORP	COM	49427F108	2705		43024	SH	SOLE	29		35368	0	7656
KILROY RLTY CORP	COM	49427F108	29629		471198	SH	SOLE	30		471198	0	0
KILROY RLTY CORP	COM	49427F108	128		2043	SH	SOLE	31		2043	0	0
KILROY RLTY CORP	COM	49427F108	175		2790	SH	SOLE	36		2790	0	0
KILROY RLTY CORP	COM	49427F108	548		8712	SH	SOLE	40		8712	0	0
KIMBALL ELECTRONICS INC	COM	49428J109	403		26026	SH	SOLE	2		988	0	25038
KIMBALL ELECTRONICS INC	COM	49428J109	10		648	SH	SOLE	7		648	0	0
KIMBALL ELECTRONICS INC	COM	49428J109	1390		89741	SH	SOLE	18		89741	0	0
KIMBALL ELECTRONICS INC	COM	49428J109	576		37174	SH	SOLE	19		37174	0	0
KIMBALL ELECTRONICS INC	COM	49428J109	14423		931133	SH	SOLE	21		931133	0	0
KIMBALL ELECTRONICS INC	COM	49428J109	10772		695442	SH	SOLE	22		662970	0	32472
KIMBALL ELECTRONICS INC	COM	49428J109	89		5715	SH	SOLE	26		0	0	5715
KIMBALL ELECTRONICS INC	COM	49428J109	62		3976	SH	SOLE	28		3976	0	0
KIMBALL ELECTRONICS INC	COM	49428J109	112		7260	SH	SOLE	30		7260	0	0
KIMBALL ELECTRONICS INC	COM	49428J109	44		2827	SH	SOLE	40		2827	0	0
KIMBALL INTL INC	CL B	494274103	450		31691	SH	SOLE	2		1321	0	30370
KIMBALL INTL INC	CL B	494274103	12		864	SH	SOLE	7		864	0	0
KIMBALL INTL INC	CL B	494274103	1783		125621	SH	SOLE	18		125621	0	0
KIMBALL INTL INC	CL B	494274103	871		61371	SH	SOLE	19		61371	0	0
KIMBALL INTL INC	CL B	494274103	18218		1283881	SH	SOLE	21		1283881	0	0
KIMBALL INTL INC	CL B	494274103	14153		997418	SH	SOLE	22		950398	0	47020
KIMBALL INTL INC	CL B	494274103	189		13299	SH	SOLE	23		13299	0	0
KIMBALL INTL INC	CL B	494274103	155		10920	SH	SOLE	26		0	0	10920
KIMBALL INTL INC	CL B	494274103	66		4655	SH	SOLE	28		4655	0	0
KIMBALL INTL INC	CL B	494274103	130		9136	SH	SOLE	30		9136	0	0
KIMBALL INTL INC	CL B	494274103	56		3946	SH	SOLE	40		3946	0	0
KIMBERLY CLARK CORP	COM	494368103	101865		894023	SH	SOLE	2		102098	0	791925
KIMBERLY CLARK CORP	COM	494368103	13095		114930	SH	SOLE	4		105713	0	9217
KIMBERLY CLARK CORP	COM	494368103	50005		438867	SH	SOLE	7		354729	0	84138
KIMBERLY CLARK CORP	COM	494368103	819		7189	SH	SOLE	13		7189	0	0
KIMBERLY CLARK CORP	COM	494368103	363		3185	SH	SOLE	15		3185	0	0
KIMBERLY CLARK CORP	COM	494368103	2		18	SH	SOLE	17		0	0	18
KIMBERLY CLARK CORP	COM	494368103	91499		803045	SH	SOLE	18		753436	0	49609
KIMBERLY CLARK CORP	COM	494368103	6689		58707	SH	SOLE	19		58707	0	0
KIMBERLY CLARK CORP	COM	494368103	1076798		9450568	SH	SOLE	21		9450568	0	0
KIMBERLY CLARK CORP	COM	494368103	1017434		8929563	SH	SOLE	22		7985540	0	944023
KIMBERLY CLARK CORP	COM	494368103	27758		243619	SH	SOLE	23		243619	0	0
KIMBERLY CLARK CORP	COM	494368103	35167		308644	SH	SOLE	25		308644	0	0
KIMBERLY CLARK CORP	COM	494368103	174836		1534459	SH	SOLE	26		360870	0	1173589
KIMBERLY CLARK CORP	COM	494368103	7581		66534	SH	SOLE	28		48601	0	17933
KIMBERLY CLARK CORP	COM	494368103	1729		15171	SH	SOLE	29		15171	0	0
KIMBERLY CLARK CORP	COM	494368103	138358		1214305	SH	SOLE	30		1214305	0	0
KIMBERLY CLARK CORP	COM	494368103	18648		163668	SH	SOLE	31		76833	0	86835
KIMBERLY CLARK CORP	COM	494368103	3740		32822	SH	SOLE	32		32822	0	0
KIMBERLY CLARK CORP	COM	494368103	1997		17525	SH	SOLE	34		17525	0	0
KIMBERLY CLARK CORP	COM	494368103	37535		329428	SH	SOLE	36		329428	0	0
KIMBERLY CLARK CORP	COM	494368103	895		7856	SH	SOLE	40		7856	0	0
KIMCO RLTY CORP	COM	49446R109	15666		1069322	SH	SOLE	2		112255	0	957067
KIMCO RLTY CORP	COM	49446R109	6264		427593	SH	SOLE	4		416811	0	10782
KIMCO RLTY CORP	COM	49446R109	14303		976302	SH	SOLE	7		976302	0	0
KIMCO RLTY CORP	COM	49446R109	33		2272	SH	SOLE	13		2272	0	0
KIMCO RLTY CORP	COM	49446R109	271		18531	SH	SOLE	15		18531	0	0
KIMCO RLTY CORP	COM	49446R109	12655		863814	SH	SOLE	18		804604	0	59210
KIMCO RLTY CORP	COM	49446R109	12017		820247	SH	SOLE	19		820247	0	0
KIMCO RLTY CORP	COM	49446R109	172766		11792905	SH	SOLE	21		11792905	0	0
KIMCO RLTY CORP	COM	49446R109	253890		17330390	SH	SOLE	22		16237800	0	1092590
KIMCO RLTY CORP	COM	49446R109	4590		313322	SH	SOLE	23		313322	0	0
KIMCO RLTY CORP	COM	49446R109	18430		1258000	SH	SOLE	25		1258000	0	0
KIMCO RLTY CORP	COM	49446R109	26253		1792025	SH	SOLE	26		610661	0	1181364
KIMCO RLTY CORP	COM	49446R109	1190		81253	SH	SOLE	28		59687	0	21566
KIMCO RLTY CORP	COM	49446R109	3644		248732	SH	SOLE	29		162147	0	86585
KIMCO RLTY CORP	COM	49446R109	47315		3229663	SH	SOLE	30		3229663	0	0
KIMCO RLTY CORP	COM	49446R109	2518		171848	SH	SOLE	31		84967	0	86881
KIMCO RLTY CORP	COM	49446R109	363		24809	SH	SOLE	34		24809	0	0
KIMCO RLTY CORP	COM	49446R109	4988		340508	SH	SOLE	36		340508	0	0
KIMCO RLTY CORP	COM	49446R109	125		8543	SH	SOLE	40		8543	0	0
KINDER MORGAN INC DEL	COM	49456B101	107248		6973182	SH	SOLE	2		2206912	0	4766270
KINDER MORGAN INC DEL	COM	49456B101	26363		1714139	SH	SOLE	4		1661752	0	52387
KINDER MORGAN INC DEL	COM	49456B101	64803		4213433	SH	SOLE	7		4184111	0	29322
KINDER MORGAN INC DEL	COM	49456B101	3273		212806	SH	SOLE	13		212806	0	0
KINDER MORGAN INC DEL	COM	49456B101	258		16760	SH	SOLE	15		16760	0	0
KINDER MORGAN INC DEL	COM	49456B101	66062		4295335	SH	SOLE	18		4058711	0	236624
KINDER MORGAN INC DEL	COM	49456B101	40526		2635005	SH	SOLE	19		2635005	0	0
KINDER MORGAN INC DEL	COM	49456B101	625445		40666099	SH	SOLE	21		40666099	0	0
KINDER MORGAN INC DEL	COM	49456B101	765788		49791168	SH	SOLE	22		43099075	0	6692093
KINDER MORGAN INC DEL	COM	49456B101	34141		2219827	SH	SOLE	23		2219827	0	0
KINDER MORGAN INC DEL	COM	49456B101	27848		1810649	SH	SOLE	25		1810649	0	0
KINDER MORGAN INC DEL	COM	49456B101	120946		7863822	SH	SOLE	26		2050386	0	5813436
KINDER MORGAN INC DEL	COM	49456B101	5854		380624	SH	SOLE	28		277804	0	102820
KINDER MORGAN INC DEL	COM	49456B101	18621		1210752	SH	SOLE	29		480558	0	730194
KINDER MORGAN INC DEL	COM	49456B101	115028		7479033	SH	SOLE	30		7479033	0	0
KINDER MORGAN INC DEL	COM	49456B101	27973		1818778	SH	SOLE	31		1122932	0	695846
KINDER MORGAN INC DEL	COM	49456B101	16824		1093879	SH	SOLE	34		1093879	0	0
KINDER MORGAN INC DEL	COM	49456B101	32541		2115799	SH	SOLE	36		2115799	0	0
KINDER MORGAN INC DEL	COM	49456B101	707		45937	SH	SOLE	40		45937	0	0
KINDRED BIOSCIENCES INC	COM	494577109	298		27211	SH	SOLE	2		3129	0	24082
KINDRED BIOSCIENCES INC	COM	494577109	7		623	SH	SOLE	7		623	0	0
KINDRED BIOSCIENCES INC	COM	494577109	1180		107735	SH	SOLE	18		107735	0	0
KINDRED BIOSCIENCES INC	COM	494577109	1260		115044	SH	SOLE	19		115044	0	0
KINDRED BIOSCIENCES INC	COM	494577109	11658		1064628	SH	SOLE	21		1064628	0	0
KINDRED BIOSCIENCES INC	COM	494577109	5701		520662	SH	SOLE	22		500122	0	20540
KINDRED BIOSCIENCES INC	COM	494577109	59		5388	SH	SOLE	23		5388	0	0
KINDRED BIOSCIENCES INC	COM	494577109	24		2228	SH	SOLE	26		0	0	2228
KINGSTONE COS INC	COM	496719105	163		9228	SH	SOLE	2		245	0	8983
KINGSTONE COS INC	COM	496719105	572		32360	SH	SOLE	18		32360	0	0
KINGSTONE COS INC	COM	496719105	244		13813	SH	SOLE	19		13813	0	0
KINGSTONE COS INC	COM	496719105	5781		326808	SH	SOLE	21		326808	0	0
KINGSTONE COS INC	COM	496719105	1850		104553	SH	SOLE	22		99442	0	5111
KINIKSA PHARMACEUTICALS LTD	COM CL A	G5269C101	146		5186	SH	SOLE	2		262	0	4924
KINIKSA PHARMACEUTICALS LTD	COM CL A	G5269C101	654		23298	SH	SOLE	18		23298	0	0
KINIKSA PHARMACEUTICALS LTD	COM CL A	G5269C101	249		8877	SH	SOLE	19		8877	0	0
KINIKSA PHARMACEUTICALS LTD	COM CL A	G5269C101	11266		401064	SH	SOLE	21		401064	0	0
KINIKSA PHARMACEUTICALS LTD	COM CL A	G5269C101	5793		206245	SH	SOLE	22		204513	0	1732
KINIKSA PHARMACEUTICALS LTD	COM CL A	G5269C101	12		441	SH	SOLE	30		441	0	0
KINROSS GOLD CORP	COM NO PAR	496902404	2362		729145	SH	SOLE	21		729145	0	0
KINROSS GOLD CORP	COM NO PAR	496902404	7351		2268828	SH	SOLE	22		2268828	0	0
KINSALE CAP GROUP INC	COM	49714P108	1231		22152	SH	SOLE	2		6983	0	15169
KINSALE CAP GROUP INC	COM	49714P108	13		228	SH	SOLE	4		228	0	0
KINSALE CAP GROUP INC	COM	49714P108	23		406	SH	SOLE	7		406	0	0
KINSALE CAP GROUP INC	COM	49714P108	3605		64879	SH	SOLE	18		64879	0	0
KINSALE CAP GROUP INC	COM	49714P108	7915		142458	SH	SOLE	19		142458	0	0
KINSALE CAP GROUP INC	COM	49714P108	36072		649253	SH	SOLE	21		649253	0	0
KINSALE CAP GROUP INC	COM	49714P108	37032		666526	SH	SOLE	22		641777	0	24749
KINSALE CAP GROUP INC	COM	49714P108	1425		25652	SH	SOLE	23		25652	0	0
KINSALE CAP GROUP INC	COM	49714P108	1886		33951	SH	SOLE	26		0	0	33951
KINSALE CAP GROUP INC	COM	49714P108	145		2618	SH	SOLE	28		2618	0	0
KINSALE CAP GROUP INC	COM	49714P108	264		4751	SH	SOLE	29		0	0	4751
KINSALE CAP GROUP INC	COM	49714P108	252		4539	SH	SOLE	30		4539	0	0
KINSALE CAP GROUP INC	COM	49714P108	126		2273	SH	SOLE	40		2273	0	0
KIRBY CORP	COM	497266106	9622		142838	SH	SOLE	2		29046	0	113792
KIRBY CORP	COM	497266106	5		76	SH	SOLE	4		76	0	0
KIRBY CORP	COM	497266106	113		1672	SH	SOLE	7		1672	0	0
KIRBY CORP	COM	497266106	10624		157720	SH	SOLE	18		157720	0	0
KIRBY CORP	COM	497266106	846		12564	SH	SOLE	19		12564	0	0
KIRBY CORP	COM	497266106	204294		3032872	SH	SOLE	21		3032872	0	0
KIRBY CORP	COM	497266106	117578		1745512	SH	SOLE	22		1650496	0	95016
KIRBY CORP	COM	497266106	342		5079	SH	SOLE	26		3914	0	1165
KIRBY CORP	COM	497266106	134		1987	SH	SOLE	28		1987	0	0
KIRBY CORP	COM	497266106	263		3902	SH	SOLE	30		3902	0	0
KIRBY CORP	COM	497266106	81		1197	SH	SOLE	31		1197	0	0
KIRBY CORP	COM	497266106	114		1697	SH	SOLE	36		1697	0	0
KIRBY CORP	COM	497266106	103		1528	SH	SOLE	40		1528	0	0
KIRKLAND LAKE GOLD LTD	COM	49741E100	2562		98181	SH	SOLE	21		98181	0	0
KIRKLANDS INC	COM	497498105	142		14910	SH	SOLE	2		609	0	14301
KIRKLANDS INC	COM	497498105	3		353	SH	SOLE	7		353	0	0
KIRKLANDS INC	COM	497498105	778		81688	SH	SOLE	18		81688	0	0
KIRKLANDS INC	COM	497498105	207		21733	SH	SOLE	19		21733	0	0
KIRKLANDS INC	COM	497498105	15706		1648009	SH	SOLE	21		1648009	0	0
KIRKLANDS INC	COM	497498105	4034		423311	SH	SOLE	22		410463	0	12848
KIRKLANDS INC	COM	497498105	279		29231	SH	SOLE	30		29231	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	1216		86278	SH	SOLE	2		2790	0	83488
KITE RLTY GROUP TR	COM NEW	49803T300	844		59897	SH	SOLE	4		59897	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	1892		134280	SH	SOLE	7		134280	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	49		3444	SH	SOLE	15		3444	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	6166		437631	SH	SOLE	18		437631	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	3650		259056	SH	SOLE	19		259056	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	127766		9067846	SH	SOLE	21		9067846	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	52330		3714002	SH	SOLE	22		3461544	0	252458
KITE RLTY GROUP TR	COM NEW	49803T300	40		2830	SH	SOLE	23		2830	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	2391		169662	SH	SOLE	25		169662	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	519		36859	SH	SOLE	26		5521	0	31338
KITE RLTY GROUP TR	COM NEW	49803T300	170		12058	SH	SOLE	28		12058	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	400		28416	SH	SOLE	29		28416	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	7741		549363	SH	SOLE	30		549363	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	131		9280	SH	SOLE	40		9280	0	0
KKR  CO INC	CL A	48251W104	4		185	SH	SOLE	17		0	0	185
KKR  CO INC	CL A	48251W104	6170		314308	SH	SOLE	21		314308	0	0
KKR  CO INC	CL A	48251W104	168866		8602440	SH	SOLE	22		8602440	0	0
KKR  CO INC	CL A	48251W104	23232		1183514	SH	SOLE	30		1183514	0	0
KKR  CO INC	CL A	48251W104	10759		548106	SH	SOLE	34		548106	0	0
KKR REAL ESTATE FIN TR INC	COM	48251K100	587		30654	SH	SOLE	2		9667	0	20987
KKR REAL ESTATE FIN TR INC	COM	48251K100	6		305	SH	SOLE	7		305	0	0
KKR REAL ESTATE FIN TR INC	COM	48251K100	1429		74602	SH	SOLE	18		74602	0	0
KKR REAL ESTATE FIN TR INC	COM	48251K100	2199		114825	SH	SOLE	19		114825	0	0
KKR REAL ESTATE FIN TR INC	COM	48251K100	23105		1206514	SH	SOLE	21		1206514	0	0
KKR REAL ESTATE FIN TR INC	COM	48251K100	17249		900736	SH	SOLE	22		887528	0	13208
KKR REAL ESTATE FIN TR INC	COM	48251K100	280		14596	SH	SOLE	23		14596	0	0
KKR REAL ESTATE FIN TR INC	COM	48251K100	347		18120	SH	SOLE	29		0	0	18120
KKR REAL ESTATE FIN TR INC	COM	48251K100	42		2184	SH	SOLE	30		2184	0	0
KLA-TENCOR CORP	COM	482480100	33515		374513	SH	SOLE	2		31101	0	343412
KLA-TENCOR CORP	COM	482480100	4826		53927	SH	SOLE	4		49814	0	4113
KLA-TENCOR CORP	COM	482480100	14122		157802	SH	SOLE	7		123885	0	33917
KLA-TENCOR CORP	COM	482480100	83		924	SH	SOLE	13		924	0	0
KLA-TENCOR CORP	COM	482480100	147		1638	SH	SOLE	15		1638	0	0
KLA-TENCOR CORP	COM	482480100	33623		375717	SH	SOLE	18		356834	0	18883
KLA-TENCOR CORP	COM	482480100	6663		74456	SH	SOLE	19		74456	0	0
KLA-TENCOR CORP	COM	482480100	392035		4380773	SH	SOLE	21		4380773	0	0
KLA-TENCOR CORP	COM	482480100	363902		4066400	SH	SOLE	22		3670050	0	396350
KLA-TENCOR CORP	COM	482480100	9821		109743	SH	SOLE	23		109743	0	0
KLA-TENCOR CORP	COM	482480100	12389		138444	SH	SOLE	25		138444	0	0
KLA-TENCOR CORP	COM	482480100	53155		593980	SH	SOLE	26		178348	0	415632
KLA-TENCOR CORP	COM	482480100	2685		30004	SH	SOLE	28		22028	0	7976
KLA-TENCOR CORP	COM	482480100	3425		38276	SH	SOLE	29		6370	0	31906
